MLS Number,Street Number,Street Name,Street Suffix,City/Location,Zip Code,County,List Price,Subdivision,Market Area,School District,School Elementary,School Middle,School High,Building SqFt,Price Sq Ft List,Year Built,Bedrooms,Baths Full,Baths Half,Baths Total,Stories,DOM,CDOM
85236995,4818,Martin Oaks,Lane,Houston,77018,Harris,"$360,000 ",Martin Street Grove,Northwest Houston,27 - Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1896,$189.87 ,2020,3,3,1,3.1,3,116,116
8524451,4514,Old Yale,,Houston,77018,Harris,"$369,900 ",Retreat on Yale,Northwest Houston,27 - Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1554,$238.03 ,2022,3,2,1,2.1,2,5,5
40138220,4514,Old Yale,,Houston,77018,Harris,"$369,900 ",Retreat on Yale,Northwest Houston,27 - Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1554,$238.03 ,2022,3,2,1,2.1,2,23,543
8232956,4010,Rutland,Street,Houston,77018,Harris,"$379,900 ",Rutland Villas,Northwest Houston,27 - Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1637,$232.07 ,2023,3,2,1,2.1,2,17,17
67544428,4541,Old Yale,Street,Houston,77018,Harris,"$389,900 ",Thornton Park,Northwest Houston,27 - Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1787,$218.19 ,2023,3,3,1,3.1,3,185,185
77529875,4535,Old Yale,Street,Houston,77018,Harris,"$389,900 ",Thornton Park,Northwest Houston,27 - Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1787,$218.19 ,2023,3,3,1,3.1,3,196,272
47351540,4537,Old Yale,Street,Houston,77018,Harris,"$389,900 ",Thornton Park,Northwest Houston,27 - Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1787,$218.19 ,2023,3,3,1,3.1,3,196,272
81447112,118,Tolima Dove,Street,Houston,77018,Harris,"$399,000 ",INDEPENDENCE HEIGHTS HOMES,Northwest Houston,27 - Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1751,$227.87 ,2023,3,2,1,2.1,2,439,439
21588080,120,Tolima Dove,Street,Houston,77018,Harris,"$399,000 ",INDEPENDENCE HEIGHTS HOMES,Northwest Houston,27 - Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1751,$227.87 ,2023,3,2,1,2.1,2,439,439
14602146,116,Tolima Dove,Street,Houston,77018,Harris,"$399,000 ",INDEPENDENCE HEIGHTS HOMES,Northwest Houston,27 - Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1751,$227.87 ,2023,3,2,1,2.1,2,439,439
43318633,114,Tolima Dove,Street,Houston,77018,Harris,"$399,000 ",INDEPENDENCE HEIGHTS HOMES,Northwest Houston,27 - Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1751,$227.87 ,2023,3,2,1,2.1,2,439,439
29040842,109,Tolima Dove,Street,Houston,77018,Harris,"$399,000 ",INDEPENDENCE HEIGHTS HOMES,Northwest Houston,27 - Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1751,$227.87 ,2023,3,2,1,2.1,2,439,439
60021141,111,Tolima Dove,Street,Houston,77018,Harris,"$399,000 ",INDEPENDENCE HEIGHTS HOMES,Northwest Houston,27 - Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1751,$227.87 ,2023,3,2,1,2.1,2,439,439
53366156,110,Tolima Dove,Street,Houston,77018,Harris,"$399,000 ",INDEPENDENCE HEIGHTS HOMES,Northwest Houston,27 - Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1751,$227.87 ,2023,3,2,1,2.1,2,439,439
85043897,113,Tolima Dove,Street,Houston,77018,Harris,"$399,000 ",INDEPENDENCE HEIGHTS HOMES,Northwest Houston,27 - Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1751,$227.87 ,2023,3,2,1,2.1,2,439,439
16031998,108,Tolima Dove,Street,Houston,77018,Harris,"$399,000 ",INDEPENDENCE HEIGHTS HOMES,Northwest Houston,27 - Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1751,$227.87 ,2023,3,2,1,2.1,2,439,439
12306867,119,Tolima Dove,Street,Houston,77018,Harris,"$399,000 ",INDEPENDENCE HEIGHTS HOMES,Northwest Houston,27 - Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1751,$227.87 ,2023,3,2,1,2.1,2,439,439
16524150,106,Tolima Dove,Street,Houston,77018,Harris,"$399,000 ",INDEPENDENCE HEIGHTS HOMES,Northwest Houston,27 - Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1751,$227.87 ,2023,3,2,1,2.1,2,439,439
26637525,121,Tolima Dove,Street,Houston,77018,Harris,"$399,000 ",INDEPENDENCE HEIGHTS HOMES,Northwest Houston,27 - Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1751,$227.87 ,2023,3,2,1,2.1,2,439,439
68012810,123,Tolima Dove,Street,Houston,77018,Harris,"$399,000 ",INDEPENDENCE HEIGHTS HOMES,Northwest Houston,27 - Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1751,$227.87 ,2023,3,2,1,2.1,2,439,439
51595175,125,Woodstar,Street,Houston,77018,Harris,"$399,000 ",INDEPENDENCE HEIGHTS HOMES,Northwest Houston,27 - Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1751,$227.87 ,2023,3,2,1,2.1,2,523,523
32314371,123,Woodstar,Street,Houston,77018,Harris,"$399,000 ",INDEPENDENCE HEIGHTS HOMES,Northwest Houston,27 - Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1751,$227.87 ,2023,3,2,1,2.1,2,523,523
65977474,119,Woodstar,Street,Houston,77018,Harris,"$399,000 ",INDEPENDENCE HEIGHTS HOMES,Northwest Houston,27 - Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1751,$227.87 ,2023,3,2,1,2.1,2,523,523
93233323,117,Woodstar,Street,Houston,77018,Harris,"$399,000 ",INDEPENDENCE HEIGHTS HOMES,Northwest Houston,27 - Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1751,$227.87 ,2023,3,2,1,2.1,2,523,523
96981957,115,Woodstar,Street,Houston,77018,Harris,"$399,000 ",INDEPENDENCE HEIGHTS HOMES,Northwest Houston,27 - Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1751,$227.87 ,2023,3,2,1,2.1,2,523,523
53878799,113,Woodstar,Street,Houston,77018,Harris,"$399,000 ",INDEPENDENCE HEIGHTS HOMES,Northwest Houston,27 - Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1751,$227.87 ,2023,3,2,1,2.1,2,523,523
90806286,111,Woodstar,Street,Houston,77018,Harris,"$399,000 ",INDEPENDENCE HEIGHTS HOMES,Northwest Houston,27 - Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1751,$227.87 ,2023,3,2,1,2.1,2,523,523
84705375,109,Woodstar,Street,Houston,77018,Harris,"$399,000 ",INDEPENDENCE HEIGHTS HOMES,Northwest Houston,27 - Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1751,$227.87 ,2023,3,2,1,2.1,2,523,523
53165615,107,Woodstar,Street,Houston,77018,Harris,"$399,000 ",INDEPENDENCE HEIGHTS HOMES,Northwest Houston,27 - Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1751,$227.87 ,2023,3,2,1,2.1,2,523,523
96504958,105,Woodstar,Street,Houston,77018,Harris,"$399,000 ",INDEPENDENCE HEIGHTS HOMES,Northwest Houston,27 - Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1751,$227.87 ,2023,3,2,1,2.1,2,523,523
23468219,315,Thornton,Road,Houston,77018,Harris,"$399,900 ",Thornton Park,Northwest Houston,27 - Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1779,$224.79 ,2023,3,3,1,3.1,3,185,185
47926726,4704,Thornton Villas,Lane,Houston,77018,Harris,"$399,990 ",Thornton Cove,Northwest Houston,27 - Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1832,$218.34 ,2023,3,3,1,3.1,3,53,53
23876266,4702,Thornton Villas,Lane,Houston,77018,Harris,"$404,990 ",Thornton Cove,Northwest Houston,27 - Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1832,$221.06 ,2023,3,3,1,3.1,3,53,53
91267715,305,Blueberry,Street,Houston,77018,Harris,"$419,000 ",Independence Heights,Northwest Houston,27 - Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1778,$235.66 ,2023,3,2,1,2.1,2,13,200
31423748,4810,Abbadean,Drive,Houston,77018,Harris,"$419,000 ",Martin Court,Northwest Houston,27 - Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1939,$216.09 ,2023,3,2,1,2.1,2,49,135
22009204,303,Blueberry,Street,Houston,77018,Harris,"$424,000 ",Independence Heights,Northwest Houston,27 - Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1778,$238.47 ,2023,3,2,1,2.1,2,13,241
3845076,305,Blueberry,Street,Houston,77018,Harris,"$424,000 ",Independence Heights,Northwest Houston,27 - Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1778,$238.47 ,2023,3,2,1,2.1,2,13,234
67615211,424,Sikes,Street,Houston,77018,Harris,"$424,000 ",SKYLINE ON SIKES,Northwest Houston,27 - Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1903,$222.81 ,2023,3,3,1,3.1,3,115,115
16158330,311,Sikes,Street,Houston,77018,Harris,"$449,900 ",Oakridge Addition,Northwest Houston,27 - Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1980,$227.22 ,2023,3,2,1,2.1,2,118,118
63096586,313,Sikes,Street,Houston,77018,Harris,"$449,900 ",Oakridge Addition,Northwest Houston,27 - Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1980,$227.22 ,2023,3,2,1,2.1,2,118,118
86317489,505,Neyland,Street,Houston,77022,Harris,"$359,000 ",Neyland Court,Northwest Houston,27 - Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1935,$185.53 ,2023,3,2,1,2.1,2,7,151
26191701,4312,Arlington,Street,Houston,77022,Harris,"$369,900 ",ARLINGTON VIEWS,Northwest Houston,27 - Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1645,$224.86 ,2023,3,3,1,3.1,3,18,18
22525491,4316,Arlington,Street,Houston,77022,Harris,"$369,900 ",ARLINGTON VIEWS,Northwest Houston,27 - Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1645,$224.86 ,2023,3,3,1,3.1,3,195,195
39823019,716,Barkley,Street,Houston,77022,Harris,"$439,000 ",Whitney Place,Northwest Houston,27 - Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1797,$244.30 ,2023,3,2,0,2,1,46,46
73234474,1222,Johnston,Street,Houston,77022,Harris,"$449,000 ",Johnston Springs,Northwest Houston,27 - Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,2098,$214.01 ,2023,3,2,1,2.1,2,78,78
22760814,1224,Johnston,Street,Houston,77022,Harris,"$449,000 ",Johnston Spgs,Northwest Houston,27 - Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,2098,$214.01 ,2023,3,2,1,2.1,2,76,76
75253456,11815,Velvet Maple Lane,,Houston,77066,Harris,"$398,190 ",Champions Oak,1960/Cypress Creek South,32 - Klein,KLENK ELEMENTARY SCHOOL,WUNDERLICH INTERMEDIATE SCHOOL,KLEIN FOREST HIGH SCHOOL,1869,$213.05 ,2023,4,3,0,3,1,40,40
30311300,5626,Silverleaf Oak Lane,,Houston,77066,Harris,"$417,990 ",Champions Oak,1960/Cypress Creek South,32 - Klein,KLENK ELEMENTARY SCHOOL,WUNDERLICH INTERMEDIATE SCHOOL,KLEIN FOREST HIGH SCHOOL,2785,$150.09 ,2023,5,3,1,3.1,2,96,96
55844903,11903,Velvet Maple Lane,,Houston,77066,Harris,"$434,880 ",Champions Oak,1960/Cypress Creek South,32 - Klein,KLENK ELEMENTARY SCHOOL,WUNDERLICH INTERMEDIATE SCHOOL,KLEIN FOREST HIGH SCHOOL,2620,$165.98 ,2023,4,3,1,3.1,2,96,96
30462897,5610,Silverleaf Oak Lane,,Houston,77066,Harris,"$440,790 ",Champions Oak,1960/Cypress Creek South,32 - Klein,KLENK ELEMENTARY SCHOOL,WUNDERLICH INTERMEDIATE SCHOOL,KLEIN FOREST HIGH SCHOOL,2785,$158.27 ,2023,4,2,1,2.1,2,43,43
68822417,11607,Glossy Oak Lane,,Houston,77066,Harris,"$440,990 ",Champions Oak,1960/Cypress Creek South,32 - Klein,KLENK ELEMENTARY SCHOOL,WUNDERLICH INTERMEDIATE SCHOOL,KLEIN FOREST HIGH SCHOOL,2719,$162.19 ,2023,4,3,1,3.1,2,111,111
21599672,11823,Velvet Maple Lane,,Houston,77066,Harris,"$444,290 ",Champions Oak,1960/Cypress Creek South,32 - Klein,KLENK ELEMENTARY SCHOOL,WUNDERLICH INTERMEDIATE SCHOOL,KLEIN FOREST HIGH SCHOOL,2719,$163.40 ,2023,4,3,1,3.1,2,43,43
75192697,5618,Silverleaf Oak Lane,,Houston,77066,Harris,"$447,615 ",Champions Oak,1960/Cypress Creek South,32 - Klein,KLENK ELEMENTARY SCHOOL,WUNDERLICH INTERMEDIATE SCHOOL,KLEIN FOREST HIGH SCHOOL,2719,$164.62 ,2023,4,3,1,3.1,2,96,96
67847465,5602,Mammoth Oak Dr,,Houston,77066,Harris,"$449,410 ",Champions Oak,1960/Cypress Creek South,32 - Klein,KLENK ELEMENTARY SCHOOL,WUNDERLICH INTERMEDIATE SCHOOL,KLEIN FOREST HIGH SCHOOL,2394,$187.72 ,2023,3,2,1,2.1,1,38,38
31431894,12358,Summerbrook,Drive,Houston,77066,Harris,"$450,000 ",Klein Orchard,1960/Cypress Creek South,32 - Klein,KLENK ELEMENTARY SCHOOL,WUNDERLICH INTERMEDIATE SCHOOL,KLEIN FOREST HIGH SCHOOL,3005,$149.75 ,2019,5,4,0,4,2,32,32
6944457,13302,Douglas Lake,Road,Houston,77044,Harris,"$370,000 ",Waters Edge,Summerwood/Lakeshore,29 - Humble,LAKESHORE ELEMENTARY SCHOOL,WEST LAKE MIDDLE SCHOOL,SUMMER CREEK HIGH SCHOOL,3086,$119.90 ,2013,4,3,1,3.1,2,34,34
20801122,8338,Rito Ramble,Lane,Houston,77044,Harris,"$375,000 ",Bridges on Lake Houston,Atascocita South,29 - Humble,LAKESHORE ELEMENTARY SCHOOL,WEST LAKE MIDDLE SCHOOL,SUMMER CREEK HIGH SCHOOL,2288,$163.90 ,2017,4,2,0,2,1,24,73
53572969,8823,Vasco Da Gama,Trace,Houston,77044,Harris,"$385,000 ",Bridges on Lake Houston,Atascocita South,29 - Humble,LAKESHORE ELEMENTARY SCHOOL,WEST LAKE MIDDLE SCHOOL,SUMMER CREEK HIGH SCHOOL,2989,$128.81 ,2019,4,3,1,3.1,2,4,4
97278854,9226,Ganter River,Trail,Houston,77044,Harris,"$389,900 ",Bridges/Lk Houston Sec 8,Atascocita South,29 - Humble,LAKESHORE ELEMENTARY SCHOOL,WEST LAKE MIDDLE SCHOOL,SUMMER CREEK HIGH SCHOOL,2446,$159.40 ,2020,4,2,0,2,1,57,57
40936951,13502,Lake Barkley,Lane,Houston,77044,Harris,"$414,000 ",Waters Edge,Summerwood/Lakeshore,29 - Humble,LAKESHORE ELEMENTARY SCHOOL,WEST LAKE MIDDLE SCHOOL,SUMMER CREEK HIGH SCHOOL,3217,$128.69 ,2012,4,3,1,3.1,2,89,89
89141554,16314,Open Sea,Drive,Houston,77044,Harris,"$419,500 ",Lakeshore,Summerwood/Lakeshore,29 - Humble,LAKESHORE ELEMENTARY SCHOOL,WEST LAKE MIDDLE SCHOOL,SUMMER CREEK HIGH SCHOOL,3129,$134.07 ,2011,4,3,0,3,1,38,38
51249351,13407,Douglas Lake,Road,Houston,77044,Harris,"$439,000 ",Waters Edge,Summerwood/Lakeshore,29 - Humble,LAKESHORE ELEMENTARY SCHOOL,WEST LAKE MIDDLE SCHOOL,SUMMER CREEK HIGH SCHOOL,3627,$121.04 ,2010,4,3,1,3.1,2,47,47
73342242,1013,Roberts,Street,Houston,77003,Harris,"$425,000 ",Mckinney Court Homes,East End Revitalized,27 - Houston,LANTRIP ELEMENTARY SCHOOL,NAVARRO MIDDLE SCHOOL (HOUSTON),AUSTIN HIGH SCHOOL (HOUSTON),2138,$198.78 ,2014,3,3,1,3.1,3,5,184
80802145,1110,Saint Charles,Street,Houston,77003,Harris,"$445,000 ",Saint Charles Court Homes,East End Revitalized,27 - Houston,LANTRIP ELEMENTARY SCHOOL,NAVARRO MIDDLE SCHOOL (HOUSTON),WHEATLEY HIGH SCHOOL,2198,$202.46 ,2015,3,3,1,3.1,3,69,69
21173712,2308,Mcilhenny,Street,Houston,77004,Harris,"$429,000 ",Bastrop Mcilhenny Villas,East End Revitalized,27 - Houston,LANTRIP ELEMENTARY SCHOOL,NAVARRO MIDDLE SCHOOL (HOUSTON),WHEATLEY HIGH SCHOOL,2210,$194.12 ,2019,3,3,1,3.1,3,36,36
87227983,12223,City Rose,Court,Houston,77047,Harris,"$356,420 ",City Gate North,Medical Center South,27 - Houston,LAW ELEMENTARY SCHOOL,THOMAS MIDDLE SCHOOL,WORTHING HIGH SCHOOL,1787,$199.45 ,2023,3,2,1,2.1,2,42,42
70109651,11406,Waterford Spring,Trail,Houston,77047,Harris,"$365,556 ",Cloverdale,Medical Center South,27 - Houston,LAW ELEMENTARY SCHOOL,THOMAS MIDDLE SCHOOL,WORTHING HIGH SCHOOL,1755,$208.29 ,2023,3,2,1,2.1,2,28,28
2662082,13915,Lanier Shore,Lane,Houston,77047,Harris,"$368,900 ",Brunswick Lakes,Medical Center South,27 - Houston,LAW ELEMENTARY SCHOOL,THOMAS MIDDLE SCHOOL,WORTHING HIGH SCHOOL,3009,$122.60 ,2015,4,3,1,3.1,2,11,195
66333085,13002,Donegal Way,,Houston,77047,Harris,"$369,000 ",Shamrock Manor,Medical Center South,27 - Houston,LAW ELEMENTARY SCHOOL,THOMAS MIDDLE SCHOOL,WORTHING HIGH SCHOOL,2619,$140.89 ,2023,4,3,0,3,1.5,147,147
48522146,11416,Waterford Spring,Trail,Houston,77047,Harris,"$382,513 ",Cloverdale,Medical Center South,27 - Houston,LAW ELEMENTARY SCHOOL,THOMAS MIDDLE SCHOOL,WORTHING HIGH SCHOOL,2348,$162.91 ,2023,4,3,1,3.1,2,5,5
20456124,3019,Westwood Manor,Lane,Houston,77047,Harris,"$409,900 ",Brunswick Mdws Sec 12,Medical Center South,27 - Houston,LAW ELEMENTARY SCHOOL,THOMAS MIDDLE SCHOOL,WORTHING HIGH SCHOOL,2557,$160.31 ,2012,4,3,1,3.1,2,81,81
25461464,16538,Old Saybrook,Drive,Houston,77084,Harris,"$379,900 ",Berkshire Oaks,Bear Creek South,13 - Cypress-Fairbanks,LIEDER ELEMENTARY SCHOOL,WATKINS MIDDLE SCHOOL,CYPRESS LAKES HIGH SCHOOL,2658,$142.93 ,2015,4,3,1,3.1,2,41,41
4446648,16402,Williamstown,Drive,Houston,77084,Harris,"$410,000 ",Berkshire Place Sec 3,Bear Creek South,13 - Cypress-Fairbanks,LIEDER ELEMENTARY SCHOOL,WATKINS MIDDLE SCHOOL,CYPRESS LAKES HIGH SCHOOL,2923,$140.27 ,2014,3,2,1,2.1,2,15,139
5427658,2311,Eagle,Street,Houston,77004,Harris,"$399,900 ",Eagle at Emancipation,University Area,27 - Houston,LOCKHART ELEMENTARY SCHOOL,CULLEN MIDDLE SCHOOL (HOUSTON),YATES HIGH SCHOOL,1778,$224.92 ,2023,3,3,1,3.1,3,34,250
58125769,2333,Eagle,Street,Houston,77004,Harris,"$399,900 ",Eagle at Emancipation,University Area,27 - Houston,LOCKHART ELEMENTARY SCHOOL,CULLEN MIDDLE SCHOOL (HOUSTON),YATES HIGH SCHOOL,1778,$224.92 ,2023,3,3,1,3.1,3,131,131
44191619,2313,Eagle,Street,Houston,77004,Harris,"$399,900 ",Eagle at Emancipation,University Area,27 - Houston,LOCKHART ELEMENTARY SCHOOL,CULLEN MIDDLE SCHOOL (HOUSTON),YATES HIGH SCHOOL,1778,$224.92 ,2023,3,3,1,3.1,3,199,199
79282843,2307,Eagle,Street,Houston,77004,Harris,"$409,900 ",Eagle at Emancipation,University Area,27 - Houston,LOCKHART ELEMENTARY SCHOOL,CULLEN MIDDLE SCHOOL (HOUSTON),YATES HIGH SCHOOL,1778,$230.54 ,2023,3,3,1,3.1,3,34,236
96006771,3032,Truxillo,Street,Houston,77004,Harris,"$419,900 ",Washington Terrace,University Area,27 - Houston,LOCKHART ELEMENTARY SCHOOL,CULLEN MIDDLE SCHOOL (HOUSTON),YATES HIGH SCHOOL,1868,$224.79 ,2021,3,2,1,2.1,2,11,84
26889459,3040,Truxillo,Street,Houston,77004,Harris,"$419,900 ",Washington Terrace,University Area,27 - Houston,LOCKHART ELEMENTARY SCHOOL,CULLEN MIDDLE SCHOOL (HOUSTON),YATES HIGH SCHOOL,1838,$228.45 ,2021,3,2,1,2.1,2,11,84
68577392,3048,Truxillo,Street,Houston,77004,Harris,"$419,900 ",Washington Terrace,University Area,27 - Houston,LOCKHART ELEMENTARY SCHOOL,CULLEN MIDDLE SCHOOL (HOUSTON),YATES HIGH SCHOOL,1868,$224.79 ,2021,3,2,1,2.1,2,11,84
6216697,3028,Truxillo,Street,Houston,77004,Harris,"$419,900 ",Washington Terrace,University Area,27 - Houston,LOCKHART ELEMENTARY SCHOOL,CULLEN MIDDLE SCHOOL (HOUSTON),YATES HIGH SCHOOL,1868,$224.79 ,2021,3,2,1,2.1,2,11,84
36718968,2343,Eagle,Street,Houston,77004,Harris,"$424,900 ",EAGLE AT EMANCIPATION PARK,University Area,27 - Houston,LOCKHART ELEMENTARY SCHOOL,CULLEN MIDDLE SCHOOL (HOUSTON),YATES HIGH SCHOOL,1778,$238.98 ,2023,3,3,1,3.1,3,62,62
51483010,2347,Eagle,Street,Houston,77004,Harris,"$424,900 ",EAGLE AT EMANCIPATION PARK,University Area,27 - Houston,LOCKHART ELEMENTARY SCHOOL,CULLEN MIDDLE SCHOOL (HOUSTON),YATES HIGH SCHOOL,1778,$238.98 ,2023,3,3,1,3.1,3,62,62
22291528,2349,Eagle,Street,Houston,77004,Harris,"$424,900 ",Eagle at Emancipation,University Area,27 - Houston,LOCKHART ELEMENTARY SCHOOL,CULLEN MIDDLE SCHOOL (HOUSTON),YATES HIGH SCHOOL,1778,$238.98 ,2023,3,3,1,3.1,3,77,77
79706860,1013,Erin,Street,Houston,77009,Harris,"$357,990 ",FULTON CT/AVE VILLAS/BILLINGSLEY HGTS,Northside,27 - Houston,LOOSCAN ELEMENTARY SCHOOL,MARSHALL MIDDLE SCHOOL (HOUSTON),NORTHSIDE HIGH SCHOOL,1468,$243.86 ,2023,3,2,0,2,2,3,3
96483740,1013,Erin,Street,Houston,77009,Harris,"$357,990 ",FULTON CT/AVE VILLAS/BILLINGSLEY HGTS,Northside,27 - Houston,LOOSCAN ELEMENTARY SCHOOL,MARSHALL MIDDLE SCHOOL (HOUSTON),NORTHSIDE HIGH SCHOOL,1468,$243.86 ,2023,3,2,0,2,2,20,20
6609070,1420,Weiss,Street,Houston,77009,Harris,"$359,900 ",Manors On Weiss,Northside,27 - Houston,LOOSCAN ELEMENTARY SCHOOL,MARSHALL MIDDLE SCHOOL (HOUSTON),NORTHSIDE HIGH SCHOOL,1614,$222.99 ,2021,3,2,1,2.1,2,47,666
16048754,4608,Chapman,Street,Houston,77009,Harris,"$374,999 ",Chapman Place,Northside,27 - Houston,LOOSCAN ELEMENTARY SCHOOL,MARSHALL MIDDLE SCHOOL (HOUSTON),NORTHSIDE HIGH SCHOOL,1452,$258.26 ,2023,3,2,1,2.1,2,21,192
86673275,1207,Cavalcade,Street,Houston,77009,Harris,"$379,990 ",SKYLINE HOMES AT CAVALCADE,Northside,27 - Houston,LOOSCAN ELEMENTARY SCHOOL,MARSHALL MIDDLE SCHOOL (HOUSTON),NORTHSIDE HIGH SCHOOL,1740,$218.39 ,2023,3,3,1,3.1,3,90,169
